,label,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11
0,FRENTE,0.0,0.0,0.5774647887323944,-0.035211267605633804,0.2535211267605634,0.2746478873239437,0.2852112676056338,0.5950704225352113,-0.22535211267605634,0.2147887323943662,1.0,0.13732394366197184
0,FRENTE,0.0,0.0,0.5785714285714286,-0.03571428571428571,0.25357142857142856,0.28214285714285714,0.2857142857142857,0.6071428571428571,-0.22857142857142856,0.21071428571428572,1.0,0.1392857142857143
0,FRENTE,0.0,0.0,0.5785714285714286,-0.03214285714285714,0.25357142857142856,0.2892857142857143,0.2857142857142857,0.6107142857142858,-0.22857142857142856,0.21428571428571427,1.0,0.1392857142857143
0,FRENTE,0.0,0.0,0.5821428571428572,-0.03214285714285714,0.2571428571428571,0.2892857142857143,0.2892857142857143,0.6107142857142858,-0.22857142857142856,0.21071428571428572,1.0,0.1357142857142857
0,FRENTE,0.0,0.0,0.5821428571428572,-0.03214285714285714,0.2571428571428571,0.2892857142857143,0.2857142857142857,0.6107142857142858,-0.23214285714285715,0.21071428571428572,1.0,0.14285714285714285
0,FRENTE,0.0,0.0,0.5821428571428572,-0.03214285714285714,0.25357142857142856,0.2892857142857143,0.28214285714285714,0.6107142857142858,-0.23214285714285715,0.20714285714285716,1.0,0.14285714285714285
0,FRENTE,0.0,0.0,0.5880281690140845,-0.02464788732394366,0.25704225352112675,0.3274647887323944,0.2887323943661972,0.6232394366197183,-0.22887323943661972,0.2007042253521127,1.0,0.13380281690140844
0,FRENTE,0.0,0.0,0.5886524822695035,-0.024822695035460994,0.2624113475177305,0.33687943262411346,0.2907801418439716,0.6312056737588653,-0.23404255319148937,0.19858156028368795,1.0,0.1347517730496454
0,FRENTE,0.0,0.0,0.5928571428571429,-0.025,0.26071428571428573,0.3357142857142857,0.2892857142857143,0.6321428571428571,-0.2392857142857143,0.2,1.0,0.1392857142857143
0,FRENTE,0.0,0.0,0.5949820788530465,-0.021505376344086023,0.2616487455197133,0.33691756272401435,0.2903225806451613,0.6379928315412187,-0.24372759856630824,0.20430107526881722,1.0,0.14336917562724014
0,FRENTE,0.0,0.0,0.5949820788530465,-0.021505376344086023,0.26881720430107525,0.32974910394265233,0.2939068100358423,0.6308243727598566,-0.25089605734767023,0.2114695340501792,1.0,0.15053763440860216
0,FRENTE,0.0,0.0,0.5857142857142857,-0.03571428571428571,0.26071428571428573,0.2857142857142857,0.2892857142857143,0.6071428571428571,-0.2392857142857143,0.21428571428571427,1.0,0.1392857142857143
0,FRENTE,0.0,0.0,0.5836298932384342,-0.03202846975088968,0.25622775800711745,0.2846975088967972,0.28825622775800713,0.604982206405694,-0.23487544483985764,0.21352313167259787,1.0,0.1387900355871886
0,FRENTE,0.0,0.0,0.5809859154929577,-0.035211267605633804,0.25704225352112675,0.2852112676056338,0.2887323943661972,0.602112676056338,-0.22887323943661972,0.20774647887323944,1.0,0.13028169014084506
0,FRENTE,0.0,0.0,0.5830388692579506,-0.038869257950530034,0.254416961130742,0.2756183745583039,0.28975265017667845,0.5936395759717314,-0.22968197879858657,0.21201413427561838,1.0,0.13427561837455831
0,FRENTE,0.0,0.0,0.5830388692579506,-0.038869257950530034,0.26148409893992935,0.26855123674911663,0.29328621908127206,0.5865724381625441,-0.22968197879858657,0.2226148409893993,1.0,0.13427561837455831
0,FRENTE,0.0,0.0,0.5809859154929577,-0.03873239436619718,0.25704225352112675,0.23943661971830985,0.29225352112676056,0.573943661971831,-0.22183098591549297,0.23943661971830985,1.0,0.15845070422535212
0,FRENTE,0.0,0.0,0.5815602836879432,-0.031914893617021274,0.25177304964539005,0.23049645390070922,0.2872340425531915,0.574468085106383,-0.22340425531914893,0.25177304964539005,1.0,0.18085106382978725
0,FRENTE,0.0,0.0,0.5882352941176471,-0.03806228373702422,0.25951557093425603,0.2491349480968858,0.29411764705882354,0.5674740484429066,-0.22491349480968859,0.23183391003460208,1.0,0.14878892733564014
0,FRENTE,0.0,0.0,0.5916955017301038,-0.03460207612456748,0.2664359861591695,0.2560553633217993,0.2975778546712803,0.5709342560553633,-0.23529411764705882,0.22491349480968859,1.0,0.14878892733564014
0,FRENTE,0.0,0.0,0.5985915492957746,-0.03169014084507042,0.2711267605633803,0.2605633802816901,0.2992957746478873,0.5774647887323944,-0.25,0.22535211267605634,1.0,0.15140845070422534
0,FRENTE,0.0,0.0,0.5901060070671378,-0.0353356890459364,0.26501766784452296,0.26501766784452296,0.2968197879858657,0.5865724381625441,-0.24028268551236748,0.2226148409893993,1.0,0.14487632508833923
0,FRENTE,0.0,0.0,0.5915492957746479,-0.03169014084507042,0.2605633802816901,0.2711267605633803,0.29225352112676056,0.5915492957746479,-0.23591549295774647,0.21830985915492956,1.0,0.1443661971830986
0,FRENTE,0.0,0.0,0.5894736842105263,-0.031578947368421054,0.256140350877193,0.27017543859649124,0.28771929824561404,0.5929824561403508,-0.23508771929824562,0.21754385964912282,1.0,0.15087719298245614
0,FRENTE,0.0,0.0,0.5950704225352113,-0.028169014084507043,0.2605633802816901,0.2676056338028169,0.2887323943661972,0.5915492957746479,-0.23943661971830985,0.21830985915492956,1.0,0.15845070422535212
0,FRENTE,0.0,0.0,0.5957446808510638,-0.028368794326241134,0.2624113475177305,0.2695035460992908,0.2907801418439716,0.599290780141844,-0.24468085106382978,0.2198581560283688,1.0,0.1595744680851064
0,FRENTE,0.0,0.0,0.5971731448763251,-0.03180212014134275,0.26501766784452296,0.26855123674911663,0.2968197879858657,0.5971731448763251,-0.24381625441696114,0.2226148409893993,1.0,0.15901060070671377
0,FRENTE,0.0,0.0,0.5971731448763251,-0.024734982332155476,0.26148409893992935,0.27208480565371024,0.28975265017667845,0.5971731448763251,-0.24734982332155478,0.21554770318021202,1.0,0.16607773851590105
0,FRENTE,0.0,0.0,0.5971731448763251,-0.024734982332155476,0.26148409893992935,0.2756183745583039,0.28975265017667845,0.6042402826855123,-0.24028268551236748,0.21908127208480566,1.0,0.16607773851590105
0,FRENTE,0.0,0.0,0.5929824561403508,-0.02456140350877193,0.2596491228070175,0.26666666666666666,0.28771929824561404,0.5964912280701754,-0.23859649122807017,0.22105263157894736,1.0,0.1649122807017544
0,FRENTE,0.0,0.0,0.5972222222222222,-0.024305555555555556,0.2638888888888889,0.2638888888888889,0.2951388888888889,0.59375,-0.2361111111111111,0.21875,1.0,0.16666666666666666
0,FRENTE,0.0,0.0,0.5945017182130584,-0.027491408934707903,0.2611683848797251,0.25773195876288657,0.2920962199312715,0.5876288659793815,-0.23367697594501718,0.22336769759450173,1.0,0.16494845360824742
0,FRENTE,0.0,0.0,0.5951557093425606,-0.02422145328719723,0.2629757785467128,0.25951557093425603,0.2906574394463668,0.5882352941176471,-0.23875432525951557,0.22145328719723184,1.0,0.17301038062283736
0,FRENTE,0.0,0.0,0.599290780141844,-0.024822695035460994,0.2730496453900709,0.2695035460992908,0.30141843971631205,0.599290780141844,-0.24468085106382978,0.2198581560283688,1.0,0.16666666666666666
0,FRENTE,0.0,0.0,0.6007067137809188,-0.028268551236749116,0.2826855123674912,0.26855123674911663,0.31095406360424027,0.5971731448763251,-0.24734982332155478,0.2226148409893993,1.0,0.16607773851590105
0,FRENTE,0.0,0.0,0.5964912280701754,-0.028070175438596492,0.26666666666666666,0.2736842105263158,0.2982456140350877,0.6,-0.23508771929824562,0.21754385964912282,1.0,0.1649122807017544
0,FRENTE,0.0,0.0,0.59375,-0.024305555555555556,0.2638888888888889,0.2743055555555556,0.2951388888888889,0.5972222222222222,-0.2361111111111111,0.2152777777777778,1.0,0.16666666666666666
0,FRENTE,0.0,0.0,0.5951557093425606,-0.01730103806228374,0.2560553633217993,0.2768166089965398,0.28027681660899656,0.5986159169550173,-0.23529411764705882,0.20761245674740483,1.0,0.17993079584775087
0,FRENTE,0.0,0.0,0.5902777777777778,-0.013888888888888888,0.2534722222222222,0.28125,0.2777777777777778,0.6041666666666666,-0.2222222222222222,0.19791666666666666,1.0,0.1736111111111111
0,FRENTE,0.0,0.0,0.5958188153310104,-0.017421602787456445,0.2613240418118467,0.2787456445993031,0.2857142857142857,0.6027874564459931,-0.23344947735191637,0.20905923344947736,1.0,0.17770034843205576
0,FRENTE,0.0,0.0,0.5923344947735192,-0.024390243902439025,0.26480836236933797,0.27526132404181186,0.2926829268292683,0.6027874564459931,-0.23693379790940766,0.21602787456445993,1.0,0.1672473867595819
0,FRENTE,0.0,0.0,0.5894736842105263,-0.02456140350877193,0.2596491228070175,0.28421052631578947,0.28771929824561404,0.6070175438596491,-0.23157894736842105,0.21052631578947367,1.0,0.16140350877192983
0,FRENTE,0.0,0.0,0.5928571428571429,-0.03214285714285714,0.2714285714285714,0.29285714285714287,0.3,0.6142857142857143,-0.2357142857142857,0.21071428571428572,1.0,0.15
0,FRENTE,0.0,0.0,0.5929824561403508,-0.031578947368421054,0.26666666666666666,0.2807017543859649,0.29473684210526313,0.6070175438596491,-0.23508771929824562,0.21052631578947367,1.0,0.1543859649122807
0,FRENTE,0.0,0.0,0.5985915492957746,-0.02464788732394366,0.2676056338028169,0.29225352112676056,0.29577464788732394,0.6197183098591549,-0.24295774647887325,0.2147887323943662,1.0,0.16549295774647887
0,FRENTE,0.0,0.0,0.5944055944055944,-0.024475524475524476,0.26573426573426573,0.2902097902097902,0.2937062937062937,0.6188811188811189,-0.23776223776223776,0.21328671328671328,1.0,0.16433566433566432
0,FRENTE,0.0,0.0,0.5929824561403508,-0.02456140350877193,0.2596491228070175,0.2982456140350877,0.28771929824561404,0.624561403508772,-0.23508771929824562,0.21403508771929824,1.0,0.16140350877192983
0,FRENTE,0.0,0.0,0.5896551724137931,-0.020689655172413793,0.2620689655172414,0.32413793103448274,0.29310344827586204,0.6241379310344828,-0.22413793103448276,0.19310344827586207,1.0,0.1482758620689655
0,FRENTE,0.0,0.0,0.5882352941176471,-0.020761245674740483,0.2629757785467128,0.32525951557093424,0.29411764705882354,0.6228373702422145,-0.22491349480968859,0.1972318339100346,1.0,0.14878892733564014
0,FRENTE,0.0,0.0,0.5868055555555556,-0.020833333333333332,0.2638888888888889,0.3229166666666667,0.2951388888888889,0.6215277777777778,-0.22916666666666666,0.2013888888888889,1.0,0.1527777777777778
0,FRENTE,0.0,0.0,0.5915492957746479,-0.028169014084507043,0.2640845070422535,0.29225352112676056,0.29577464788732394,0.6161971830985915,-0.2323943661971831,0.21830985915492956,1.0,0.15845070422535212
0,FRENTE,0.0,0.0,0.583916083916084,-0.027972027972027972,0.25524475524475526,0.2937062937062937,0.2902097902097902,0.6153846153846154,-0.22377622377622378,0.21328671328671328,1.0,0.15384615384615385
0,FRENTE,0.0,0.0,0.5880281690140845,-0.028169014084507043,0.2605633802816901,0.29225352112676056,0.29577464788732394,0.6161971830985915,-0.22535211267605634,0.21830985915492956,1.0,0.15492957746478872
0,FRENTE,0.0,0.0,0.5865724381625441,-0.028268551236749116,0.2579505300353357,0.29328621908127206,0.29328621908127206,0.6183745583038869,-0.22968197879858657,0.21908127208480566,1.0,0.15901060070671377
0,FRENTE,0.0,0.0,0.5886524822695035,-0.031914893617021274,0.2695035460992908,0.2907801418439716,0.30141843971631205,0.6170212765957447,-0.23049645390070922,0.22695035460992907,1.0,0.15602836879432624
0,FRENTE,0.0,0.0,0.5901060070671378,-0.03180212014134275,0.26855123674911663,0.3003533568904594,0.303886925795053,0.6183745583038869,-0.22968197879858657,0.21554770318021202,1.0,0.14487632508833923
0,FRENTE,0.0,0.0,0.5915492957746479,-0.035211267605633804,0.2746478873239437,0.2992957746478873,0.30985915492957744,0.6197183098591549,-0.2323943661971831,0.2147887323943662,1.0,0.1443661971830986
0,FRENTE,0.0,0.0,0.5944055944055944,-0.027972027972027972,0.2727272727272727,0.2937062937062937,0.3006993006993007,0.6153846153846154,-0.23076923076923078,0.21328671328671328,1.0,0.15734265734265734
0,FRENTE,0.0,0.0,0.5944055944055944,-0.027972027972027972,0.2692307692307692,0.2937062937062937,0.3006993006993007,0.6153846153846154,-0.23076923076923078,0.21328671328671328,1.0,0.15734265734265734
0,FRENTE,0.0,0.0,0.5929824561403508,-0.028070175438596492,0.27017543859649124,0.2982456140350877,0.3017543859649123,0.6210526315789474,-0.23508771929824562,0.21403508771929824,1.0,0.15789473684210525
0,FRENTE,0.0,0.0,0.5909090909090909,-0.027972027972027972,0.2692307692307692,0.2937062937062937,0.3041958041958042,0.6153846153846154,-0.23426573426573427,0.21328671328671328,1.0,0.15384615384615385
0,FRENTE,0.0,0.0,0.5909090909090909,-0.027972027972027972,0.2692307692307692,0.2972027972027972,0.3006993006993007,0.6188811188811189,-0.23426573426573427,0.21328671328671328,1.0,0.15734265734265734
0,FRENTE,0.0,0.0,0.5915492957746479,-0.028169014084507043,0.2711267605633803,0.29577464788732394,0.3028169014084507,0.6197183098591549,-0.23591549295774647,0.21830985915492956,1.0,0.1619718309859155
0,FRENTE,0.0,0.0,0.5944055944055944,-0.027972027972027972,0.2692307692307692,0.2937062937062937,0.3006993006993007,0.6153846153846154,-0.23776223776223776,0.21328671328671328,1.0,0.16083916083916083
0,FRENTE,0.0,0.0,0.5923344947735192,-0.020905923344947737,0.2613240418118467,0.29965156794425085,0.2857142857142857,0.6236933797909407,-0.23693379790940766,0.20557491289198607,1.0,0.17421602787456447
0,FRENTE,0.0,0.0,0.5950704225352113,-0.017605633802816902,0.2640845070422535,0.3028169014084507,0.2887323943661972,0.6338028169014085,-0.23943661971830985,0.2147887323943662,1.0,0.18309859154929578
0,FRENTE,0.0,0.0,0.5964912280701754,-0.017543859649122806,0.26666666666666666,0.2982456140350877,0.2912280701754386,0.631578947368421,-0.24561403508771928,0.21754385964912282,1.0,0.18596491228070175
0,FRENTE,0.0,0.0,0.5950704225352113,-0.017605633802816902,0.2676056338028169,0.2992957746478873,0.29225352112676056,0.6338028169014085,-0.24295774647887325,0.21830985915492956,1.0,0.18309859154929578
0,FRENTE,0.0,0.0,0.5944055944055944,-0.02097902097902098,0.26573426573426573,0.2902097902097902,0.2902097902097902,0.6223776223776224,-0.23776223776223776,0.21678321678321677,1.0,0.18181818181818182
0,FRENTE,0.0,0.0,0.5923344947735192,-0.020905923344947737,0.2613240418118467,0.2926829268292683,0.289198606271777,0.6236933797909407,-0.24041811846689895,0.21602787456445993,1.0,0.18118466898954705
0,FRENTE,0.0,0.0,0.5958188153310104,-0.020905923344947737,0.26480836236933797,0.2926829268292683,0.289198606271777,0.6202090592334495,-0.23693379790940766,0.21254355400696864,1.0,0.17770034843205576
0,FRENTE,0.0,0.0,0.59375,-0.020833333333333332,0.2638888888888889,0.2916666666666667,0.2881944444444444,0.6180555555555556,-0.2361111111111111,0.21180555555555555,1.0,0.17708333333333334
0,FRENTE,0.0,0.0,0.5923344947735192,-0.020905923344947737,0.2613240418118467,0.289198606271777,0.2857142857142857,0.6167247386759582,-0.24041811846689895,0.21254355400696864,1.0,0.17770034843205576
0,FRENTE,0.0,0.0,0.5964912280701754,-0.02456140350877193,0.27017543859649124,0.2982456140350877,0.2982456140350877,0.624561403508772,-0.24210526315789474,0.20701754385964913,1.0,0.1649122807017544
0,FRENTE,0.0,0.0,0.5985915492957746,-0.02464788732394366,0.2711267605633803,0.2992957746478873,0.2992957746478873,0.6267605633802817,-0.24295774647887325,0.2112676056338028,1.0,0.16549295774647887
0,FRENTE,0.0,0.0,0.5985915492957746,-0.02112676056338028,0.2711267605633803,0.29577464788732394,0.2992957746478873,0.6267605633802817,-0.24647887323943662,0.2147887323943662,1.0,0.17253521126760563
0,FRENTE,0.0,0.0,0.5985915492957746,-0.02464788732394366,0.2711267605633803,0.29225352112676056,0.2992957746478873,0.6232394366197183,-0.25,0.2147887323943662,1.0,0.17253521126760563
0,FRENTE,0.0,0.0,0.5993031358885017,-0.013937282229965157,0.27177700348432055,0.3240418118466899,0.2961672473867596,0.6306620209059234,-0.24390243902439024,0.20209059233449478,1.0,0.18118466898954705
0,FRENTE,0.0,0.0,0.5993031358885017,-0.013937282229965157,0.27177700348432055,0.32752613240418116,0.2961672473867596,0.6341463414634146,-0.24738675958188153,0.20209059233449478,1.0,0.17421602787456447
0,FRENTE,0.0,0.0,0.6013986013986014,-0.013986013986013986,0.2727272727272727,0.32867132867132864,0.2972027972027972,0.6363636363636364,-0.24825174825174826,0.20279720279720279,1.0,0.17482517482517482
0,FRENTE,0.0,0.0,0.6013986013986014,-0.017482517482517484,0.2762237762237762,0.32517482517482516,0.2972027972027972,0.6328671328671329,-0.24475524475524477,0.1993006993006993,1.0,0.16783216783216784
0,FRENTE,0.0,0.0,0.6013986013986014,-0.017482517482517484,0.2762237762237762,0.32517482517482516,0.2972027972027972,0.6293706293706294,-0.24825174825174826,0.20279720279720279,1.0,0.17132867132867133
0,FRENTE,0.0,0.0,0.5993031358885017,-0.017421602787456445,0.27177700348432055,0.3205574912891986,0.2961672473867596,0.627177700348432,-0.24738675958188153,0.20209059233449478,1.0,0.17421602787456447
0,FRENTE,0.0,0.0,0.5993031358885017,-0.013937282229965157,0.27177700348432055,0.3205574912891986,0.2961672473867596,0.627177700348432,-0.24738675958188153,0.20209059233449478,1.0,0.17421602787456447
0,FRENTE,0.0,0.0,0.5993031358885017,-0.017421602787456445,0.27177700348432055,0.3205574912891986,0.2961672473867596,0.627177700348432,-0.24738675958188153,0.20557491289198607,1.0,0.17421602787456447
0,FRENTE,0.0,0.0,0.5958188153310104,-0.013937282229965157,0.2682926829268293,0.3170731707317073,0.2926829268292683,0.6236933797909407,-0.24390243902439024,0.20557491289198607,1.0,0.18118466898954705
0,FRENTE,0.0,0.0,0.6006944444444444,-0.013888888888888888,0.2708333333333333,0.3194444444444444,0.2951388888888889,0.625,-0.23958333333333334,0.2048611111111111,1.0,0.18055555555555555
0,FRENTE,0.0,0.0,0.5944055944055944,-0.02097902097902098,0.26573426573426573,0.2902097902097902,0.2902097902097902,0.6153846153846154,-0.24125874125874125,0.21328671328671328,1.0,0.17832167832167833
0,FRENTE,0.0,0.0,0.5986159169550173,-0.01730103806228374,0.2698961937716263,0.314878892733564,0.29411764705882354,0.6193771626297578,-0.23875432525951557,0.2041522491349481,1.0,0.17993079584775087
0,FRENTE,0.0,0.0,0.5986159169550173,-0.01384083044982699,0.2698961937716263,0.314878892733564,0.2906574394463668,0.6228373702422145,-0.23875432525951557,0.20761245674740483,1.0,0.17993079584775087
0,FRENTE,0.0,0.0,0.5958188153310104,-0.017421602787456445,0.26480836236933797,0.3170731707317073,0.2857142857142857,0.627177700348432,-0.24738675958188153,0.20209059233449478,1.0,0.17770034843205576
0,FRENTE,0.0,0.0,0.5972222222222222,-0.020833333333333332,0.2673611111111111,0.3194444444444444,0.2881944444444444,0.625,-0.24305555555555555,0.19791666666666666,1.0,0.16666666666666666
0,FRENTE,0.0,0.0,0.5951557093425606,-0.01730103806228374,0.2629757785467128,0.31833910034602075,0.2837370242214533,0.6228373702422145,-0.2422145328719723,0.20069204152249134,1.0,0.17647058823529413
0,FRENTE,0.0,0.0,0.5972222222222222,-0.020833333333333332,0.2638888888888889,0.3159722222222222,0.2881944444444444,0.6215277777777778,-0.24305555555555555,0.19791666666666666,1.0,0.1701388888888889
0,FRENTE,0.0,0.0,0.5972222222222222,-0.020833333333333332,0.2604166666666667,0.3159722222222222,0.2847222222222222,0.6215277777777778,-0.24305555555555555,0.19444444444444445,1.0,0.1701388888888889
0,FRENTE,0.0,0.0,0.5986159169550173,-0.020761245674740483,0.2629757785467128,0.314878892733564,0.2837370242214533,0.615916955017301,-0.23875432525951557,0.1972318339100346,1.0,0.1695501730103806
0,FRENTE,0.0,0.0,0.5986159169550173,-0.020761245674740483,0.2629757785467128,0.314878892733564,0.28719723183391005,0.6193771626297578,-0.2422145328719723,0.1972318339100346,1.0,0.1695501730103806
0,FRENTE,0.0,0.0,0.5972222222222222,-0.020833333333333332,0.2638888888888889,0.3159722222222222,0.2847222222222222,0.6180555555555556,-0.23958333333333334,0.19791666666666666,1.0,0.1701388888888889
0,FRENTE,0.0,0.0,0.5972222222222222,-0.017361111111111112,0.2638888888888889,0.3194444444444444,0.2847222222222222,0.6215277777777778,-0.24305555555555555,0.19444444444444445,1.0,0.1701388888888889
0,FRENTE,0.0,0.0,0.5986159169550173,-0.020761245674740483,0.2629757785467128,0.31833910034602075,0.28719723183391005,0.6193771626297578,-0.23529411764705882,0.19377162629757785,1.0,0.16608996539792387
0,FRENTE,0.0,0.0,0.5951557093425606,-0.01730103806228374,0.2629757785467128,0.31833910034602075,0.28719723183391005,0.6193771626297578,-0.23529411764705882,0.19377162629757785,1.0,0.16608996539792387
0,FRENTE,0.0,0.0,0.5972222222222222,-0.020833333333333332,0.2569444444444444,0.3194444444444444,0.28125,0.6180555555555556,-0.2361111111111111,0.1909722222222222,1.0,0.16666666666666666
0,FRENTE,0.0,0.0,0.5993031358885017,-0.017421602787456445,0.26480836236933797,0.3205574912891986,0.2857142857142857,0.6236933797909407,-0.24390243902439024,0.1986062717770035,1.0,0.17421602787456447
0,FRENTE,0.0,0.0,0.5993031358885017,-0.017421602787456445,0.26480836236933797,0.3205574912891986,0.289198606271777,0.6236933797909407,-0.24390243902439024,0.20209059233449478,1.0,0.17770034843205576
0,FRENTE,0.0,0.0,0.5986159169550173,-0.01730103806228374,0.2664359861591695,0.314878892733564,0.28719723183391005,0.6193771626297578,-0.2422145328719723,0.1972318339100346,1.0,0.17647058823529413
0,FRENTE,0.0,0.0,0.596551724137931,-0.013793103448275862,0.2620689655172414,0.31724137931034485,0.2827586206896552,0.6206896551724138,-0.23793103448275862,0.19655172413793104,1.0,0.1793103448275862
0,FRENTE,0.0,0.0,0.5986159169550173,-0.01730103806228374,0.2629757785467128,0.31833910034602075,0.2837370242214533,0.6228373702422145,-0.23875432525951557,0.1972318339100346,1.0,0.17301038062283736
0,FRENTE,0.0,0.0,0.5972222222222222,-0.017361111111111112,0.2604166666666667,0.3159722222222222,0.28125,0.6215277777777778,-0.24305555555555555,0.19444444444444445,1.0,0.17708333333333334
0,FRENTE,0.0,0.0,0.5993031358885017,-0.013937282229965157,0.2613240418118467,0.3170731707317073,0.28222996515679444,0.6236933797909407,-0.24041811846689895,0.1951219512195122,1.0,0.17770034843205576
0,FRENTE,0.0,0.0,0.5951557093425606,-0.020761245674740483,0.2560553633217993,0.31141868512110726,0.28027681660899656,0.615916955017301,-0.23529411764705882,0.19377162629757785,1.0,0.17301038062283736
0,FRENTE,0.0,0.0,0.593103448275862,-0.013793103448275862,0.2517241379310345,0.31724137931034485,0.27241379310344827,0.6206896551724138,-0.23103448275862068,0.1896551724137931,1.0,0.1724137931034483
0,FRENTE,0.0,0.0,0.593103448275862,-0.017241379310344827,0.25517241379310346,0.3137931034482759,0.27586206896551724,0.6172413793103448,-0.23103448275862068,0.19310344827586207,1.0,0.17586206896551723
0,FRENTE,0.0,0.0,0.5958188153310104,-0.017421602787456445,0.2613240418118467,0.3205574912891986,0.2857142857142857,0.6236933797909407,-0.24041811846689895,0.1951219512195122,1.0,0.17073170731707318
0,FRENTE,0.0,0.0,0.5916955017301038,-0.01730103806228374,0.2560553633217993,0.31833910034602075,0.28027681660899656,0.6193771626297578,-0.23183391003460208,0.19377162629757785,1.0,0.1695501730103806
0,FRENTE,0.0,0.0,0.5951557093425606,-0.01730103806228374,0.2560553633217993,0.31833910034602075,0.28027681660899656,0.6193771626297578,-0.23183391003460208,0.19377162629757785,1.0,0.17301038062283736
0,FRENTE,0.0,0.0,0.5923344947735192,-0.017421602787456445,0.25435540069686413,0.3205574912891986,0.27526132404181186,0.6236933797909407,-0.23344947735191637,0.1916376306620209,1.0,0.17421602787456447
0,FRENTE,0.0,0.0,0.5958188153310104,-0.017421602787456445,0.2613240418118467,0.3205574912891986,0.28222996515679444,0.6236933797909407,-0.23344947735191637,0.1986062717770035,1.0,0.17421602787456447
0,FRENTE,0.0,0.0,0.5923344947735192,-0.017421602787456445,0.2613240418118467,0.32752613240418116,0.28222996515679444,0.627177700348432,-0.23693379790940766,0.1951219512195122,1.0,0.17073170731707318
0,FRENTE,0.0,0.0,0.59375,-0.017361111111111112,0.2638888888888889,0.3159722222222222,0.2881944444444444,0.6215277777777778,-0.2326388888888889,0.2013888888888889,1.0,0.17708333333333334
0,FRENTE,0.0,0.0,0.59375,-0.013888888888888888,0.2673611111111111,0.3194444444444444,0.2881944444444444,0.625,-0.2361111111111111,0.2048611111111111,1.0,0.18055555555555555
0,FRENTE,0.0,0.0,0.5888501742160279,-0.027874564459930314,0.25435540069686413,0.2787456445993031,0.28222996515679444,0.6097560975609756,-0.22996515679442509,0.21951219512195122,1.0,0.17770034843205576
0,FRENTE,0.0,0.0,0.5798611111111112,-0.027777777777777776,0.23958333333333334,0.2708333333333333,0.2638888888888889,0.5972222222222222,-0.21875,0.2152777777777778,1.0,0.17708333333333334
0,FRENTE,0.0,0.0,0.5798611111111112,-0.03125,0.24305555555555555,0.2638888888888889,0.2673611111111111,0.5902777777777778,-0.2152777777777778,0.2152777777777778,1.0,0.17708333333333334
0,FRENTE,0.0,0.0,0.5902777777777778,-0.024305555555555556,0.2534722222222222,0.2743055555555556,0.2743055555555556,0.6041666666666666,-0.22569444444444445,0.2152777777777778,1.0,0.18055555555555555
0,FRENTE,0.0,0.0,0.5923344947735192,-0.020905923344947737,0.2578397212543554,0.2857142857142857,0.28222996515679444,0.6132404181184669,-0.23693379790940766,0.21254355400696864,1.0,0.18466898954703834
